epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
385,3961.64,0.42062,0.26417,0.94588,0.97958,0.99928,0.99214,0.88796,0.57116,0.26372,0.99086,0.000399547,0.000399547,0.000399547
386,3974.12,0.41535,0.26672,0.94448,0.9786,1,0.99133,0.8841,0.55954,0.27059,0.98842,0.000396246,0.000396246,0.000396246
387,3987.74,0.43037,0.26866,0.95431,0.95997,1,0.99087,0.88086,0.55283,0.28425,0.96606,0.000392945,0.000392945,0.000392945
388,4001.21,0.41527,0.26259,0.94786,0.95888,1,0.99087,0.8842,0.56051,0.28188,0.95573,0.000389645,0.000389645,0.000389645
389,4014.31,0.4316,0.27282,0.96181,0.95989,1,0.98949,0.88178,0.55484,0.27678,0.94606,0.000386344,0.000386344,0.000386344
390,4027.78,0.42672,0.27251,0.94181,0.97517,1,0.97888,0.87019,0.55245,0.26806,0.94649,0.000383043,0.000383043,0.000383043
391,4040.12,0.41691,0.2673,0.93451,0.97795,1,0.97765,0.87185,0.54911,0.25871,0.9501,0.000379743,0.000379743,0.000379743
392,4052.98,0.42121,0.26778,0.93096,0.97923,1,0.99173,0.89367,0.55709,0.26556,0.96702,0.000376442,0.000376442,0.000376442
393,4066.36,0.41645,0.26947,0.94206,0.97957,0.99878,0.99173,0.88202,0.55127,0.2607,0.96422,0.000373141,0.000373141,0.000373141
394,4079.84,0.42412,0.25939,0.95112,0.9591,1,0.98649,0.87657,0.56626,0.26887,0.97405,0.000369841,0.000369841,0.000369841
395,4092.85,0.41876,0.27233,0.95398,0.95885,1,0.98566,0.87609,0.56976,0.26636,0.97447,0.00036654,0.00036654,0.00036654
396,4106.31,0.41282,0.26438,0.95991,0.97686,1,0.99214,0.87998,0.57329,0.25252,0.97091,0.000363239,0.000363239,0.000363239
397,4119.73,0.43685,0.26569,0.95096,0.97719,1,0.99296,0.89579,0.55344,0.26389,0.94024,0.000359939,0.000359939,0.000359939
398,4133.16,0.43523,0.2718,0.96233,0.97811,1,0.99214,0.89745,0.54585,0.25773,0.93467,0.000356638,0.000356638,0.000356638
399,4146.45,0.42415,0.27236,0.95431,0.97957,0.99883,0.99173,0.89091,0.55942,0.26667,0.94114,0.000353337,0.000353337,0.000353337
400,4159.81,0.42109,0.26987,0.95129,0.97957,0.99873,0.9899,0.89008,0.55082,0.266,0.94444,0.000350037,0.000350037,0.000350037
401,4172.92,0.4079,0.26308,0.93925,0.97957,0.99882,0.99092,0.89339,0.53653,0.25981,0.94058,0.000346736,0.000346736,0.000346736
402,4186.52,0.41986,0.286,0.96035,0.97957,0.9987,0.99255,0.89216,0.54441,0.27238,0.94422,0.000343435,0.000343435,0.000343435
403,4199.75,0.42961,0.27807,0.97109,0.97606,1,0.98867,0.87722,0.56087,0.27483,0.96157,0.000340135,0.000340135,0.000340135
404,4212.54,0.43522,0.27333,0.95172,0.97955,0.99811,0.98582,0.87097,0.5559,0.2818,0.95699,0.000336834,0.000336834,0.000336834
405,4224.47,0.41021,0.2608,0.95074,0.97716,0.97917,0.98732,0.88221,0.55544,0.27088,0.94854,0.000333533,0.000333533,0.000333533
406,4237.57,0.44346,0.28514,0.96424,0.95766,1,0.99045,0.88362,0.55079,0.26885,0.95535,0.000330233,0.000330233,0.000330233
407,4250.83,0.42012,0.25959,0.97019,0.97778,0.97917,0.99045,0.88541,0.55501,0.26875,0.96119,0.000326932,0.000326932,0.000326932
408,4264.09,0.40216,0.27371,0.93953,0.97955,0.99804,0.99051,0.88156,0.56644,0.26693,0.96025,0.000323631,0.000323631,0.000323631
409,4276.19,0.42156,0.27213,0.96127,0.95995,0.99867,0.98941,0.88929,0.5532,0.26824,0.96081,0.000320331,0.000320331,0.000320331
410,4289.38,0.41257,0.26066,0.95281,0.95996,0.99898,0.99003,0.89029,0.55112,0.26686,0.95756,0.00031703,0.00031703,0.00031703
411,4302.76,0.411,0.25678,0.93621,0.95996,0.99896,0.98691,0.87667,0.55481,0.28168,0.96549,0.000313729,0.000313729,0.000313729
412,4316.12,0.40708,0.25224,0.94034,0.95995,0.99873,0.98607,0.87563,0.56774,0.28545,0.96209,0.000310429,0.000310429,0.000310429
413,4329.34,0.4046,0.2586,0.9368,0.95992,0.99787,0.98732,0.87897,0.56853,0.29564,0.95526,0.000307128,0.000307128,0.000307128
414,4341.49,0.41396,0.2567,0.95141,0.95993,0.99824,0.98941,0.87533,0.55743,0.28843,0.94638,0.000303827,0.000303827,0.000303827
415,4353.73,0.41473,0.2537,0.95141,0.95998,0.99942,0.97732,0.86634,0.54996,0.2735,0.94874,0.000300527,0.000300527,0.000300527
